job_id,model_name,seed_id,sample_id,dG_separated,dG_cross,sc_value,nres_all,nres_int,total_score,binding_energy
mhc_4,af3,42,4,-1.0988,-58.6345,0.844,180,67,-267.7254,-57.5357
mhc_4,af3,2025,0,-14.517,-58.4347,0.8485,180,68,-267.2288,-43.9177
mhc_4,af3,2025,1,-4.6596,-57.885,0.8483,180,67,-290.6089,-53.2254
mhc_4,af3,2025,2,15.2601,-56.5646,0.8366,180,67,-233.3874,-71.8247
mhc_4,af3,2025,3,-13.5271,-56.7825,0.8458,180,67,-277.445,-43.2554
mhc_4,af3,2025,4,-15.5516,-59.3628,0.8391,180,68,-278.8529,-43.8112
mhc_4,af3,3,0,12.0274,-53.6985,0.8333,180,67,-228.6005,-65.7259
mhc_4,af3,3,1,3.56,-54.4477,0.8272,180,67,-264.6601,-58.0077
mhc_4,af3,3,2,-14.271,-57.473,0.8458,180,68,-319.6101,-43.202
mhc_4,af3,3,3,-17.2619,-58.1015,0.8451,180,68,-283.7376,-40.8396
mhc_4,af3,3,4,59.8544,-59.1918,0.8365,180,68,-124.7219,-119.0462
mhc_4,af3,55,0,1.9774,-61.9665,0.8239,180,68,-261.4648,-63.9439
mhc_4,af3,55,1,2.2041,-54.6089,0.8433,180,68,-250.667,-56.813
mhc_4,af3,55,2,18.7126,-54.8233,0.8438,180,67,-215.2028,-73.5359
mhc_4,af3,55,3,-17.9399,-56.5669,0.848,180,67,-273.3024,-38.627
mhc_4,af3,55,4,8.5782,-55.3461,0.8311,180,66,-262.9581,-63.9243
mhc_4,af3,71,0,-14.0415,-55.4614,0.8441,180,67,-301.3288,-41.4199
mhc_4,af3,71,1,-22.3961,-59.9315,0.8281,180,67,-304.261,-37.5354
mhc_4,af3,71,2,-20.6238,-59.1689,0.8439,180,67,-264.021,-38.5451
mhc_4,af3,71,3,7.1592,-51.2145,0.8312,180,70,-222.3801,-58.3737
mhc_4,af3,71,4,3.2821,-59.4206,0.8324,180,67,-284.157,-62.7027
mhc_5,af3,42,0,39.0918,-49.1203,0.7691,180,66,-237.8652,-88.2121
mhc_5,af3,42,1,22.284,-36.0777,0.7793,180,68,-239.6444,-58.3617
mhc_5,af3,42,2,-5.145,-49.3948,0.8052,180,68,-312.8373,-44.2498
mhc_5,af3,42,3,21.9525,-50.7533,0.7792,180,66,-240.3958,-72.7058
mhc_5,af3,42,4,27.1122,-40.3209,0.7982,180,69,-222.3439,-67.4331
mhc_5,af3,2025,0,13.425,-36.958,0.7997,180,69,-239.983,-50.383
mhc_5,af3,2025,1,6.811,-44.9126,0.803,180,68,-244.6693,-51.7236
mhc_5,af3,2025,2,-7.0434,-48.2902,0.8035,180,69,-283.4071,-41.2468
mhc_5,af3,2025,3,21.194,-45.7142,0.8015,180,68,-242.8118,-66.9082
mhc_5,af3,2025,4,1.2927,-46.4457,0.7748,180,67,-275.9236,-47.7384
mhc_5,af3,3,0,-1.0009,-49.4759,0.7944,180,67,-203.5361,-48.475
mhc_5,af3,3,1,6.3707,-41.9165,0.7689,180,68,-267.7763,-48.2872
mhc_5,af3,3,2,11.2818,-42.2385,0.7937,180,69,-279.179,-53.5203
mhc_5,af3,3,3,-7.642,-53.0084,0.8141,180,69,-271.8548,-45.3664
mhc_5,af3,3,4,0.3099,-51.2439,0.8067,180,68,-196.1378,-51.5538
mhc_5,af3,55,0,12.3771,-53.3719,0.7878,180,67,-257.7962,-65.749
mhc_5,af3,55,1,33.494,-31.6599,0.7867,180,68,-211.4798,-65.1539
mhc_5,af3,55,2,12.0916,-39.9121,0.7947,180,67,-230.2122,-52.0037
mhc_5,af3,55,3,13.4127,-44.2631,0.8031,180,67,-253.5018,-57.6758
mhc_5,af3,55,4,12.7054,-37.9772,0.779,180,68,-267.7116,-50.6826
mhc_5,af3,71,0,28.5475,-45.268,0.7943,180,69,-249.8624,-73.8155
mhc_5,af3,71,1,28.4953,-44.6527,0.7557,180,68,-243.8031,-73.148
mhc_5,af3,71,2,14.7292,-48.589,0.7892,180,67,-209.1494,-63.3182
mhc_5,af3,71,3,38.1473,-35.8001,0.783,180,68,-168.211,-73.9474
mhc_5,af3,71,4,1.009,-53.7633,0.78,180,68,-256.0094,-54.7723
mhc_6,af3,42,0,8.4897,-45.1294,0.7603,180,69,-310.3489,-53.6191
mhc_6,af3,42,1,31.763,-45.3929,0.7639,180,71,-267.9896,-77.1559
mhc_6,af3,42,2,21.1151,-41.8685,0.7542,180,73,-291.4674,-62.9836
mhc_6,af3,42,3,4.132,-44.0317,0.7692,180,69,-317.1787,-48.1637
mhc_6,af3,42,4,33.7546,-40.7336,0.7355,180,69,-248.0302,-74.4882
mhc_6,af3,2025,0,14.8298,-45.0907,0.7709,180,72,-274.448,-59.9205
mhc_6,af3,2025,1,18.3878,-40.565,0.7663,180,72,-278.107,-58.9528
mhc_6,af3,2025,2,5.5621,-43.6929,0.7662,180,71,-294.5738,-49.255
mhc_6,af3,2025,3,19.9197,-41.301,0.7738,180,70,-279.1691,-61.2207
mhc_6,af3,2025,4,11.0616,-43.1892,0.7486,180,71,-310.5876,-54.2508
mhc_6,af3,3,0,16.816,-39.7802,0.7595,180,70,-284.196,-56.5962
mhc_6,af3,3,1,25.6054,-37.5548,0.7539,180,72,-284.9475,-63.1602
mhc_6,af3,3,2,12.4771,-42.9389,0.7658,180,73,-319.6016,-55.416
mhc_6,af3,3,3,51.979,-38.0099,0.7711,180,71,-242.5841,-89.9889
mhc_6,af3,3,4,29.872,-41.4296,0.7442,180,70,-206.7531,-71.3016
mhc_6,af3,55,0,14.2894,-44.2263,0.7723,180,72,-281.2941,-58.5157
mhc_6,af3,55,1,28.9726,-41.7737,0.763,180,73,-238.4379,-70.7463
mhc_6,af3,55,2,32.9958,-38.6591,0.7697,180,72,-259.924,-71.6549
mhc_6,af3,55,3,6.503,-36.9937,0.7656,180,70,-271.7598,-43.4967
mhc_6,af3,55,4,13.2603,-40.6103,0.7568,180,72,-145.4689,-53.8706
mhc_6,af3,71,0,16.1939,-35.2225,0.7676,180,72,-276.1952,-51.4164
mhc_6,af3,71,1,25.2054,-39.6461,0.7604,180,71,-230.0507,-64.8515
mhc_6,af3,71,2,16.0958,-40.6877,0.7641,180,72,-290.0483,-56.7835
mhc_6,af3,71,3,9.9046,-42.8385,0.7608,180,72,-268.0377,-52.7431
mhc_6,af3,71,4,36.3221,-40.0446,0.7726,180,72,-298.7787,-76.3667
mhc_7,af3,42,0,1.9674,-53.8501,0.7725,180,71,-289.5103,-55.8175
mhc_7,af3,42,1,-2.7931,-49.4482,0.7712,180,71,-315.6926,-46.6551
mhc_7,af3,42,2,-0.6198,-50.9407,0.7654,180,70,-328.8858,-50.3209
mhc_7,af3,42,3,-4.8234,-53.2971,0.7771,180,70,-312.36,-48.4737
mhc_7,af3,42,4,-3.4392,-44.2499,0.7784,180,71,-277.1191,-40.8107
mhc_7,af3,2025,0,-12.7485,-51.6402,0.7838,180,71,-300.3217,-38.8917
mhc_7,af3,2025,1,2.3552,-49.0569,0.776,180,72,-335.2065,-51.4121
mhc_7,af3,2025,2,-3.7513,-49.0912,0.7721,180,70,-301.5476,-45.3399
mhc_7,af3,2025,3,-1.2366,-46.8106,0.7785,180,72,-299.3296,-45.574
mhc_7,af3,2025,4,-2.2358,-55.322,0.7693,180,71,-305.9674,-53.0862
mhc_7,af3,3,0,-4.3816,-46.0217,0.766,180,70,-298.5812,-41.6401
mhc_7,af3,3,1,-6.9049,-47.6007,0.7665,180,71,-305.2809,-40.6958
mhc_7,af3,3,2,-16.1729,-58.1903,0.7753,180,72,-335.6317,-42.0174
mhc_7,af3,3,3,14.1282,-53.78,0.773,180,71,-270.3415,-67.9082
mhc_7,af3,3,4,-9.6254,-55.4042,0.7735,180,71,-198.3278,-45.7788
mhc_7,af3,55,0,12.7747,-59.5421,0.7544,180,71,-262.2181,-72.3168
mhc_7,af3,55,1,-4.882,-47.7183,0.7773,180,71,-291.7481,-42.8363
mhc_7,af3,55,2,5.1511,-45.304,0.7648,180,72,-287.2104,-50.4551
mhc_7,af3,55,3,-11.1551,-50.3927,0.7787,180,71,-297.3417,-39.2376
mhc_7,af3,55,4,-5.0584,-56.0954,0.7749,180,71,-282.9846,-51.037
mhc_7,af3,71,0,-7.9623,-53.0158,0.7604,180,72,-305.5812,-45.0535
mhc_7,af3,71,1,-17.6451,-54.9503,0.7646,180,71,-309.3537,-37.3052
mhc_7,af3,71,2,-9.5352,-53.2888,0.7659,180,71,-298.2579,-43.7536
mhc_7,af3,71,3,-14.4319,-58.7766,0.7716,180,72,-285.4415,-44.3447
mhc_7,af3,71,4,1.0916,-55.9813,0.7638,180,71,-318.0988,-57.0729
mhc_8,af3,42,0,-5.6924,-49.0704,0.8011,180,67,-310.3866,-43.378
mhc_8,af3,42,1,-8.5307,-50.3724,0.764,180,69,-305.3112,-41.8417
mhc_8,af3,42,2,-6.4314,-48.4274,0.7968,180,68,-297.1162,-41.996
mhc_8,af3,42,3,-6.2124,-49.8931,0.802,180,67,-294.5494,-43.6807
mhc_8,af3,42,4,22.1088,-51.259,0.7848,180,69,-252.9602,-73.3678
mhc_8,af3,2025,0,-7.988,-48.4779,0.8048,180,68,-270.9045,-40.4899
mhc_8,af3,2025,1,12.0998,-46.8627,0.8076,180,67,-284.2255,-58.9625
mhc_8,af3,2025,2,-7.7207,-50.9148,0.806,180,68,-283.0975,-43.1941
mhc_8,af3,2025,3,-3.2312,-46.5759,0.8045,180,68,-279.1508,-43.3447
mhc_8,af3,2025,4,-6.5189,-48.6951,0.7934,180,68,-312.3391,-42.1762
mhc_8,af3,3,0,-1.7431,-48.1037,0.7991,180,68,-282.9671,-46.3606
mhc_8,af3,3,1,6.4218,-48.3668,0.7643,180,68,-288.6873,-54.7886
mhc_8,af3,3,2,-8.0475,-50.0088,0.7986,180,68,-320.8288,-41.9613
mhc_8,af3,3,3,-0.7082,-50.0089,0.8036,180,68,-267.2784,-49.3007
mhc_8,af3,3,4,49.6527,-18.4066,0.7942,180,67,-182.6053,-68.0593
mhc_8,af3,55,0,8.1973,-50.5549,0.7966,180,68,-247.081,-58.7522
mhc_8,af3,55,1,14.777,-45.636,0.8055,180,68,2.5057,-60.413
mhc_8,af3,55,2,8.7643,-46.9347,0.7891,180,68,-244.31,-55.699
mhc_8,af3,55,3,-1.0914,-48.8077,0.802,180,68,-267.1944,-47.7163
mhc_8,af3,55,4,1.9852,-45.1212,0.7978,180,67,-288.3096,-47.1064
mhc_8,af3,71,0,0.6342,-48.7476,0.8032,180,68,-275.6571,-49.3818
mhc_8,af3,71,1,-9.5334,-50.612,0.7636,180,68,-271.4839,-41.0786
mhc_8,af3,71,2,0.5618,-49.554,0.7928,180,68,-281.0191,-50.1158
mhc_8,af3,71,3,-5.464,-49.5769,0.8061,180,69,-267.6505,-44.1129
mhc_8,af3,71,4,-1.8429,-45.205,0.8019,180,68,-266.7672,-43.3621
mhc_9,af3,42,0,13.7626,-57.8313,0.7874,180,68,-309.8867,-71.5939
mhc_9,af3,42,1,17.1214,-55.4733,0.7768,180,68,-253.1939,-72.5947
mhc_9,af3,42,2,11.0255,-58.4353,0.7886,180,68,-320.8483,-69.4608
mhc_9,af3,42,3,10.143,-57.0796,0.792,180,68,-277.3925,-67.2226
mhc_9,af3,42,4,35.2646,-48.8428,0.7939,180,68,-231.4917,-84.1074
mhc_9,af3,2025,0,-4.2436,-51.7983,0.789,180,68,-262.0405,-47.5547
mhc_9,af3,2025,1,18.3888,-57.1508,0.7893,180,68,-305.285,-75.5396
mhc_9,af3,2025,2,-3.029,-55.6653,0.8083,180,68,-309.8056,-52.6363
mhc_9,af3,2025,3,7.1974,-47.7778,0.7929,180,68,-252.1747,-54.9752
mhc_9,af3,2025,4,-10.2149,-57.9321,0.8002,180,68,-315.5143,-47.7172
mhc_9,af3,3,0,9.5995,-56.6753,0.7921,180,68,-289.8586,-66.2748
mhc_9,af3,3,1,-3.2356,-59.063,0.7884,180,68,-310.7453,-55.8274
mhc_9,af3,3,2,14.382,-45.4021,0.791,180,68,-287.2819,-59.7841
mhc_9,af3,3,3,9.796,-59.6622,0.7946,180,68,-253.7151,-69.4582
mhc_9,af3,3,4,14.0119,-59.2338,0.8014,180,68,-167.5318,-73.2457
mhc_9,af3,55,0,29.929,-59.0968,0.7778,180,68,-247.5474,-89.0258
mhc_9,af3,55,1,52.7065,-36.1019,0.7842,180,68,-193.4564,-88.8084
mhc_9,af3,55,2,17.5291,-54.5708,0.7967,180,67,-298.3989,-72.0999
mhc_9,af3,55,3,-7.8106,-54.881,0.8029,180,68,-260.3776,-47.0704
mhc_9,af3,55,4,-17.3321,-57.2159,0.7878,180,68,-317.1287,-39.8838
mhc_9,af3,71,0,-24.1449,-56.78,0.8059,180,68,-287.5283,-32.6351
mhc_9,af3,71,1,30.5754,-50.286,0.7768,180,68,-211.34,-80.8614
mhc_9,af3,71,2,13.4185,-56.3091,0.7786,180,68,-241.9441,-69.7276
mhc_9,af3,71,3,9.4873,-48.2239,0.7977,180,68,-224.239,-57.7112
mhc_9,af3,71,4,-9.9019,-60.8123,0.7911,180,68,-277.4791,-50.9104
mhc_10,af3,42,0,17.8052,-52.9931,0.7801,180,68,-269.2847,-70.7983
mhc_10,af3,42,1,68.1072,25.0572,0.7755,180,69,-221.2067,-43.05
mhc_10,af3,42,2,65.2835,-38.942,0.7739,180,68,-215.3751,-104.2255
mhc_10,af3,42,3,62.4466,9.0333,0.7895,180,68,-136.796,-53.4133
mhc_10,af3,42,4,61.0628,8.6221,0.7828,180,69,-215.4734,-52.4407
mhc_10,af3,2025,0,15.3434,-33.2835,0.7832,180,69,-233.163,-48.6269
mhc_10,af3,2025,1,-8.993,-46.2099,0.7668,180,70,-315.6199,-37.2169
mhc_10,af3,2025,2,11.5857,-25.9423,0.7772,180,69,-269.3591,-37.528
mhc_10,af3,2025,3,38.1264,-45.1609,0.7844,180,68,-235.2737,-83.2873
mhc_10,af3,2025,4,33.9073,-10.0061,0.782,180,68,-247.675,-43.9134
mhc_10,af3,3,0,6.6081,-47.3967,0.7542,180,69,-238.8944,-54.0048
mhc_10,af3,3,1,120.3977,70.8154,0.7701,180,69,-156.8229,-49.5823
mhc_10,af3,3,2,24.4542,-19.1421,0.7877,180,70,-296.6912,-43.5963
mhc_10,af3,3,3,25.336,-39.4959,0.7807,180,69,-251.428,-64.8319
mhc_10,af3,3,4,115.2431,59.7564,0.774,180,69,-56.7048,-55.4867
mhc_10,af3,55,0,66.874,15.0059,0.7796,180,68,-185.9775,-51.8681
mhc_10,af3,55,1,-3.3814,-53.9006,0.7876,180,68,-277.5229,-50.5192
mhc_10,af3,55,2,1.9248,-41.4111,0.7934,180,69,-237.4938,-43.3359
mhc_10,af3,55,3,39.4995,-33.058,0.7712,180,69,-209.7158,-72.5575
mhc_10,af3,55,4,40.1124,-48.3135,0.7433,180,68,-236.3435,-88.4259
mhc_10,af3,71,0,-11.7849,-50.1392,0.7917,180,69,-290.7437,-38.3543
mhc_10,af3,71,1,17.3277,-28.8678,0.7785,180,68,-234.443,-46.1955
mhc_10,af3,71,2,16.7724,-37.8599,0.788,180,68,-215.2507,-54.6323
mhc_10,af3,71,3,10.8012,-35.6095,0.7789,180,69,-200.555,-46.4107
mhc_10,af3,71,4,-2.5897,-41.3539,0.766,180,68,-248.7046,-38.7642
mhc_11,af3,42,0,34.4469,-47.7,0.8022,180,68,-283.5168,-82.1469
mhc_11,af3,42,1,-13.9449,-49.4901,0.801,180,68,-317.5052,-35.5452
mhc_11,af3,42,2,21.8425,-47.4362,0.8071,180,68,-300.9104,-69.2787
mhc_11,af3,42,3,0.9373,-52.8047,0.8099,180,68,-292.8326,-53.742
mhc_11,af3,42,4,36.443,-41.5757,0.7922,180,70,-254.4688,-78.0187
mhc_11,af3,2025,0,-14.182,-52.1138,0.8045,180,68,-301.9943,-37.9318
mhc_11,af3,2025,1,37.4593,-47.7261,0.7973,180,68,-280.6888,-85.1854
mhc_11,af3,2025,2,-17.0712,-54.1617,0.7941,180,68,-322.4043,-37.0905
mhc_11,af3,2025,3,3.6149,-45.7592,0.8001,180,69,-266.4365,-49.3741
mhc_11,af3,2025,4,-15.7876,-53.2783,0.7875,180,68,-320.1189,-37.4907
mhc_11,af3,3,0,26.5987,-49.1251,0.804,180,68,-282.4292,-75.7238
mhc_11,af3,3,1,1.7204,-41.764,0.7891,180,68,-269.4193,-43.4844
mhc_11,af3,3,2,-1.6316,-48.8499,0.8118,180,69,-313.9581,-47.2183
mhc_11,af3,3,3,24.9631,-46.6325,0.7948,180,68,-247.2045,-71.5956
mhc_11,af3,3,4,69.0716,-40.5856,0.7793,180,68,-166.6534,-109.6572
mhc_11,af3,55,0,11.0983,-52.0672,0.8037,180,68,-289.0066,-63.1655
mhc_11,af3,55,1,39.9131,-36.3022,0.8079,180,68,-229.3286,-76.2153
mhc_11,af3,55,2,26.8356,-54.0429,0.8002,180,68,-250.8442,-80.8785
mhc_11,af3,55,3,-12.843,-49.6097,0.8094,180,68,-299.9582,-36.7667
mhc_11,af3,55,4,14.401,-52.7336,0.7922,180,69,-303.5472,-67.1346
mhc_11,af3,71,0,-15.2227,-54.8654,0.7936,180,68,-289.4209,-39.6427
mhc_11,af3,71,1,-0.6985,-55.2198,0.7846,180,68,-285.1115,-54.5213
mhc_11,af3,71,2,12.1091,-54.8199,0.8089,180,68,-277.0072,-66.929
mhc_11,af3,71,3,23.3683,-51.1065,0.8059,180,68,-222.3655,-74.4748
mhc_11,af3,71,4,3.4174,-48.1807,0.8078,180,68,-278.8618,-51.5981
mhc_12,af3,42,0,-5.2699,-47.9801,0.7923,180,69,-304.4174,-42.7102
mhc_12,af3,42,1,12.0568,-42.1662,0.7934,180,70,-268.3134,-54.223
mhc_12,af3,42,2,-7.1194,-50.7449,0.7904,180,68,-307.0432,-43.6255
mhc_12,af3,42,3,-18.6901,-50.2699,0.796,180,67,-307.6558,-31.5798
mhc_12,af3,42,4,31.4555,-48.5634,0.7584,180,68,-236.6703,-80.0189
mhc_12,af3,2025,0,-9.1794,-46.2767,0.7979,180,69,-279.2138,-37.0973
mhc_12,af3,2025,1,-0.1121,-47.08,0.7939,180,68,-280.3801,-46.9679
mhc_12,af3,2025,2,-15.4357,-47.9038,0.7968,180,69,-287.9547,-32.4681
