pdb_id,score
1B8Q,0.8138459816554339
2G9P,0.8137915800282095
5MFM,0.8135028296858798
1LCX,0.813499540285164
2KYA,0.812595967211591
1DUY,0.812284064548838
4IKV,0.8122415975421599
5EEL,0.8122415975421599
2LXZ,0.8120368534334976
1HR1,0.8117214083392044
1WXN,0.811652626126799
1QBF,0.8114779083426201
1EQX,0.8112045928805729
4Q2K,0.8110731011955453
1X22,0.8109404287000044
2L8X,0.8095245947226373
1MYU,0.8088726608038299
1A37,0.8070402537460581
1OF2,0.807002130435197
1OGT,0.807002130435197
1LMH,0.8068745607279459
2LHI,0.805882300350456
1LB0,0.8055107667567766
5YKL,0.8054590219532074
1ABZ,0.8051323591590369
5M9U,0.804240678534206
1BQF,0.8041315379053249
1FCT,0.80382149080195
1TCP,0.8030432945018173
2RLJ,0.8026160097831838
2MP9,0.8018073654405271
2HN7,0.8013413248339717
3CVH,0.8001243730845039
3CVI,0.8001243730845039
6NU4,0.8001143783669442
2MTM,0.7999265451517058
1GJF,0.7993353386307305
1GJG,0.7993353386307305
6UGC,0.7989683174200842
1T51,0.7986453657446702
1T52,0.7986453657446702
1T54,0.7986453657446702
1T55,0.7986453657446702
2DCI,0.7983586396489349
2EQH,0.7983571636357931
2EQQ,0.7983571636357931
6FVL,0.7980571955935862
6FVN,0.7980571955935862
5MFE,0.796776395732787
5MFF,0.796776395732787
5MFG,0.796776395732787
5MFH,0.796776395732787
1ANP,0.7967274342682851
1HAA,0.795916807850838
1HAJ,0.795916807850838
1HV2,0.7936376327009615
1GBR,0.7935557350574967
1DKC,0.7930230630005425
1VPP,0.7929408701544493
1QNZ,0.7928419351021481
2NB5,0.7920308447948564
2NB6,0.7920308447948564
1JYC,0.791717592634374
6PEN,0.7915706660690641
6AZT,0.7913112251305492
6FMP,0.7911854266390683
6FMQ,0.7911854266390683
1PP5,0.7910754847459102
2EQT,0.7910247942374423
1CFF,0.7909669766940899
6FVM,0.7907248683670395
6FVO,0.7907248683670395
7C41,0.790044890198539
4IKX,0.7899073257737282
6KZU,0.7898574365295371
5XWR,0.7890136630741068
2KBC,0.7887734103064347
2N1C,0.7887438056999916
2AIN,0.7877096265492761
6UCX,0.7872235965076011
6UD9,0.7872235965076011
1BM4,0.7868307661528763
2HWL,0.785668216030633
1HZ3,0.7855923911269512
3VU5,0.7853133402995531
2N0I,0.7848590234545236
6S9M,0.7846764195429876
6S9N,0.7846764195429876
1MW4,0.7844640423377923
1P9Z,0.7843271104900422
2GV2,0.7843043377158553
6PEK,0.7842383810143213
4JQV,0.7836784659719509
4JQX,0.7836784659719509
5JQF,0.7833813234406153
2BCK,0.7829749137649865
5I3L,0.7827586145820146
5MFI,0.7826907179774943
5MFJ,0.7826907179774943
5MFK,0.7826907179774943
2MU9,0.7824777925388464
2AMN,0.7824598695221251
1M25,0.7824416934745796
5VCL,0.7817888739478872
7RK8,0.7817600706057212
7RK9,0.7817600706057212
6PIT,0.7813869344834877
4YGW,0.7811669241817594
5EEQ,0.780310372669702
2QBX,0.7802453015760531
2H4F,0.77898841312815
1X7Q,0.7788847126619914
7MJ6,0.7784481923182709
7MJ7,0.7784481923182709
7MJ8,0.7784481923182709
7MJA,0.7784481923182709
1BXL,0.778275793983315
1BFZ,0.7780683087073894
6BUC,0.7774315566380401
7KNU,0.7770625111807995
1TET,0.7769553104549047
6U6G,0.7768974085679442
1D5M,0.7767541087777826
6S9O,0.7766876038427959
6S9P,0.7766876038427959
6UF7,0.7766340456516526
6UF8,0.7766340456516526
6UGB,0.7766340456516526
2MHA,0.7765149946488198
1RST,0.7763660860087195
3QXA,0.7759739725746637
2N5C,0.7746120341628724
2BBP,0.7745446857918047
1PEF,0.7738001004194998
2R28,0.7725110348851066
7MY8,0.77224678636093
1D5G,0.772064098105786
3PQZ,0.7718995437263833
3B6S,0.7718377620334502
5WES,0.771784456873131
4IKW,0.7715727122449966
6PEU,0.7715284318507442
3PDH,0.7706430348247167
3KL4,0.7705853859685804
7MJ9,0.7704594187898836
8TFV,0.7700362247362428
6R28,0.7699894140337473
4MNQ,0.7698582175513481
6CFA,0.7698555607276931
1AQD,0.7697686446395462
1JUI,0.7693833208659424
6O3Q,0.7690685083487099
1IYC,0.7687047765387794
2O0S,0.7681521572185097
6GB5,0.7670574615289827
6UF9,0.7670370082040184
3TPX,0.7668678570979742
1RSU,0.7667691750764976
1YMM,0.7666069823181216
6VR8,0.7663854116596436
6CL3,0.7662288699230103
3FDO,0.7660413740822045
3G03,0.7660413740822045
1J8Z,0.7658695661525052
1MUJ,0.7658535408669663
1QWP,0.7658382746739003
2JQ2,0.7658382746739003
1QKY,0.7655552175251173
2N68,0.7655487652390977
4MNW,0.764957390030906
4MNX,0.764957390030906
4MNY,0.764957390030906
7LCW,0.7643162520939355
3QXD,0.7642292938339846
1PZ5,0.7641432211819187
3FWV,0.763935482875169
1V6D,0.7638060154367359
5WET,0.7630467964484255
5WEU,0.7630467964484255
1PAJ,0.7629951781602685
1PAK,0.7629951781602685
2MG5,0.7629951781602685
3KD7,0.7629861533942018
1PTU,0.7629121418780943
5V1T,0.762899195134251
2LMA,0.7625716045603913
5HPP,0.762504509220148
1AOU,0.7621082629492951
4D49,0.7619579204678574
4D4E,0.7619579204678574
1JGN,0.7619543780363172
1JH4,0.7619543780363172
5U1Q,0.7618330919278696
6Y3M,0.7617491278660062
6Y3O,0.7617491278660062
6Y40,0.7617491278660062
6Y44,0.7617491278660062
6Y8E,0.7617491278660062
5I8E,0.7612204621304369
5KKV,0.7612133350955524
4UMN,0.7605924396245259
5LAH,0.7605754865592979
1Q7D,0.760081992108306
2MFM,0.7595894254370031
2MFO,0.7595894254370031
5JRL,0.7593226044327795
6Q3S,0.7592025413066495
3BEZ,0.7590940754266331
3BF0,0.7590940754266331
7JT8,0.7590530422612927
3BKY,0.7588774810410329
1JGD,0.7588333271621927
1J4K,0.7588312185719901
1J4L,0.7588312185719901
1K2M,0.7588312185719901
1K2N,0.7588312185719901
1DUZ,0.7587404648496747
5F1I,0.7584639443305196
5F1N,0.7584639443305196
6UDR,0.7582993899511169
6UDW,0.7582993899511169
6UDZ,0.7582993899511169
6UF4,0.7582993899511169
6UFA,0.7582993899511169
6UFU,0.7582993899511169
6UG2,0.7582993899511169
6UG3,0.7582993899511169
6UG6,0.7582993899511169
6M56,0.758270755296167
7B3J,0.7582228059549624
1T5W,0.7577142983417288
1PTT,0.7575363333286382
4IS6,0.7570461704501663
1SPR,0.7566448213910235
1SPS,0.7566448213910235
4ZXH,0.7566289647927006
5T3D,0.7566289647927006
4PG9,0.7564939728479371
2K10,0.7564366191944292
1AOT,0.7563242735084402
6I1J,0.7562811317528972
4IKY,0.7562516114900621
4IKZ,0.7562516114900621
3EG6,0.7559522338531119
7D6R,0.7558841263895715
6OCX,0.7556205104424555
6OD0,0.7556205104424555
3V3B,0.755385824352918
5VLA,0.755249693769445
5VLH,0.755249693769445
5VLL,0.755249693769445
5VLP,0.755249693769445
1I5H,0.7552050760007601
6ZFM,0.7547316131566919
1N6T,0.7541652458283019
5IG9,0.754137454609433
1LM6,0.753882188679519
1LME,0.753882188679519
1N5N,0.753882188679519
2MW3,0.753850981544522
1IM7,0.753844950976543
1J8N,0.753844950976543
6Y3R,0.7537603543376188
6Y3S,0.7537603543376188
6Y3V,0.7537603543376188
6Y8A,0.7537603543376188
6Y8B,0.7537603543376188
6Y8D,0.7537603543376188
1BMX,0.7531750940410145
5JRK,0.7525691695604256
7DNO,0.7524384369678709
1PTS,0.7523777095700391
5C0A,0.7520698132286707
7M25,0.7518803774848787
7M27,0.7518803774848787
7M28,0.7518803774848787
7M29,0.7518803774848787
7M2A,0.7518803774848787
7M2B,0.7518803774848787
7M2C,0.7518803774848787
5OPI,0.7517361077432241
2H1P,0.7513371203051079
2H4H,0.7511854283259405
7B3K,0.7511528295214099
2BBL,0.7503908693658363
6NJZ,0.750296741899197
6NK0,0.750296741899197
6NK1,0.750296741899197
6NKP,0.750296741899197
2YSZ,0.7498991461306147
2YT0,0.7498991461306147
2YT1,0.7498991461306147
1SJH,0.7498794518981233
6TRP,0.74952672692905
4PGB,0.7491617299649983
4PGD,0.7491617299649983
4PGE,0.7491617299649983
1MM0,0.7484933912144155
3B3I,0.7484771972416603
7D37,0.7484546353264937
6TVQ,0.7481631016450967
6TVU,0.7481631016450967
6TVW,0.7481631016450967
5IVN,0.7481425218047203
5AEI,0.7480274771232723
1AFT,0.7477441247718611
7DRN,0.7477218158875187
5OK6,0.7475233132058559
7MWB,0.7463082591875703
7MWC,0.7463082591875703
1ZUB,0.7463026925094358
2ROZ,0.7462612797978587
6GB1,0.7457004791476033
4ZXI,0.7454691246305856
2PZX,0.7453625564817514
3KYN,0.7453413862361183
3KYO,0.7453413862361183
2L2R,0.7448314447815471
3ZQF,0.7445639912002626
3ZQG,0.7445639912002626
3ZQH,0.7445639912002626
3ZQI,0.7445639912002626
2N08,0.7444499164703078
2DCV,0.7444109918951697
2DCW,0.7444109918951697
4LNR,0.7441354834993117
1BM3,0.7438739339705943
1MDI,0.7433152840823454
4G35,0.7432545566845135
1S17,0.7427206194734378
6BIJ,0.7426566870184981
6BIL,0.7426566870184981
6BIR,0.7426566870184981
6BIV,0.7426566870184981
6BIX,0.7426566870184981
6BIY,0.7426566870184981
2YDQ,0.7422336616520737
2YDR,0.7422336616520737
2YDS,0.7422336616520737
1DNY,0.7416793554596419
6XP8,0.7416740839841356
2K98,0.7416204836211883
6NK2,0.7415591236462956
1CQG,0.7414379218814562
1CQH,0.7414379218814562
1KVG,0.7408413173695625
1FI0,0.7405984499500391
2NMT,0.7405885817478914
4H3P,0.7405822138054798
4H3Q,0.7405822138054798
1J4P,0.740573062524001
1J4Q,0.740573062524001
1K3N,0.740573062524001
1K3Q,0.740573062524001
4TWT,0.74056201351134
1A1R,0.7399994416453144
1YFN,0.7399330210539357
6HY2,0.739828434979892
1CDL,0.739700780929033
1U00,0.7396662000497121
5TYI,0.7394988201594381
5T3E,0.7393552251666482
2L6E,0.7392090998656152
6BE7,0.7392018463153187
6BE9,0.7392018463153187
6BEN,0.7392018463153187
6BEO,0.7392018463153187
6BEQ,0.7392018463153187
6BER,0.7392018463153187
6BES,0.7392018463153187
6BET,0.7392018463153187
6BEU,0.7392018463153187
6BEW,0.7392018463153187
6BF3,0.7392018463153187
6BF5,0.7392018463153187
1UNO,0.7390386414336456
5W4J,0.7389395376941285
4XE2,0.7387284678148587
2NC7,0.738590059953967
4W6V,0.7384083416503159
1VWG,0.7379168714459184
1VWH,0.7379168714459184
4MNV,0.7378686690738895
2G9L,0.7377201399800257
1SEM,0.7377132238041616
1VRK,0.7376693651279497
1QYT,0.7375231554833087
1CMI,0.7372552801839838
3DPC,0.7367487124737364
5Y24,0.7364823131875533
1JMQ,0.7362334152000508
5MWJ,0.7358267103217936
1NCP,0.7356771269328286
2AK4,0.7356329730539883
1LM4,0.7355476173225914
1FU5,0.7353107382992431
2JX6,0.7348810497877788
1S8D,0.7346998375457765
1T1W,0.7346998375457765
1T1X,0.7346998375457765
1T1Y,0.7346998375457765
1T1Z,0.7346998375457765
1T20,0.7346998375457765
1IAO,0.7341716778718554
3JV2,0.7341472182255065
3G5K,0.7341411033139194
3G5P,0.7341411033139194
1MA3,0.7341009979282679
2PHK,0.7338085364671819
3IWY,0.7335444566302215
7C8E,0.7335399442471882
6BIZ,0.7330597339144721
4XXC,0.7330532394566484
2N09,0.7324253434661494
5LUZ,0.7323453013820628
1AO7,0.7321762346196267
2M8F,0.7315678641744029
2BRR,0.7313465887185533
3A99,0.7313465887185533
2K9B,0.7312431412832188
3L35,0.7308026146181137
3L36,0.7308026146181137
3L37,0.7308026146181137
4PGC,0.730383595573074
1RU5,0.729939062586584
1T21,0.7293241133399284
1T22,0.7293241133399284
3VU6,0.7293233964192596
2JP5,0.729251957383199
1W0V,0.7291558478417692
1W0W,0.7291558478417692
6JP3,0.7289805396523339
5VLK,0.7289262645405218
2H4J,0.7288511565575089
1P4I,0.7288111776872696
3ATW,0.7285947941606896
2OQJ,0.7281165237309597
5T4R,0.7278216584770428
2N0O,0.7277996869671328
1KVF,0.7277417007365643
1FF3,0.7269562087143309
2OTK,0.7266937735777285
4GPK,0.726246204221347
5D9S,0.726246204221347
5DDH,0.726246204221347
4RWD,0.7253179184706008
3AL1,0.7252517930818505
1MCB,0.7248183091080217
1MCC,0.7248183091080217
1MCD,0.7248183091080217
1MCE,0.7248183091080217
1MCF,0.7248183091080217
1MCH,0.7248183091080217
1MCI,0.7248183091080217
1MCJ,0.7248183091080217
1MCK,0.7248183091080217
1MCL,0.7248183091080217
1MCN,0.7248183091080217
1MCQ,0.7248183091080217
1MCR,0.7248183091080217
1MCS,0.7248183091080217
6EI3,0.7247781615505661
5JR2,0.7240838449686887
4JEH,0.723895632207214
5VK0,0.7238480202404417
5VK1,0.7238480202404417
5OFP,0.7237546940380792
4KA3,0.723533039035993
1HC9,0.7232387220155287
2L5R,0.7230790173935918
1BS5,0.7227830978445737
1CAG,0.722630351570305
2JR3,0.722278596552725
7L1U,0.7221300674588612
1UAO,0.7221277901814426
2XL1,0.7218001574357787
5I8C,0.7217790293619498
2IAD,0.7211776172643943
5U06,0.7211641644589024
4W4Z,0.7211130944041979
4W50,0.7211130944041979
2GBQ,0.7210649763757772
4GBQ,0.7210649763757772
1T5X,0.7206614343828236
4NMO,0.7203720092916293
4NMP,0.7203720092916293
4NMQ,0.7203720092916293
4NMR,0.7203720092916293
3QN7,0.7202622360856873
2FQ5,0.7201794528343374
2FQ8,0.7201794528343374
1OG7,0.7200550460123902
1OHN,0.7200550460123902
6ZRC,0.7200256100931635
6ZRD,0.7200256100931635
1OXN,0.7199934330066734
1OXQ,0.7199934330066734
1OY7,0.7199934330066734
6SZF,0.7198031959986043
1E27,0.7197346668170232
1E28,0.7197346668170232
6LW5,0.719472484711245
4FAJ,0.7194248727444726
1Q2F,0.7193010141559781
1Q2I,0.7193010141559781
3VIV,0.719247624652051
1GBQ,0.7190827328982159
3GBQ,0.7190827328982159
1SV2,0.7190713043393183
1VEV,0.7190713043393183
1VEY,0.7190713043393183
1VEZ,0.7190713043393183
1M02,0.7183986218929186
1ZFO,0.7183168085930617
5H5Z,0.7182188434922538
1IDG,0.7170270683098039
1IDH,0.7170270683098039
1QXC,0.7166751024332034
1G0Y,0.7165322665328865
2OKL,0.716213321178857
5CH4,0.7160812390885728
1SJE,0.715780385438481
3M17,0.715716115609109
3M1B,0.715716115609109
4NMT,0.7156929632886854
4EA3,0.7155948295006614
4JK5,0.7148704444224964
4JK6,0.7148704444224964
6IHA,0.7147333017157261
2NW3,0.7147293375661454
1MDJ,0.7145113936828156
1MDK,0.7145113936828156
5K26,0.7144982360799519
6AQB,0.7144982360799519
1G04,0.7141032127914166
2L4K,0.7132407150549882
2LP8,0.7131650166667187
5OFR,0.712594896047768
3C59,0.7121936313322335
3C5T,0.7121936313322335
3H7B,0.7121386392997524
3EQS,0.7117608221072693
3EQY,0.7117608221072693
1SZZ,0.7117389771127716
2JSX,0.7116904373663101
6HZ2,0.7116904373663101
1JK8,0.7114910490767622
4NMS,0.7113126623456312
4NMV,0.7113126623456312
1QSF,0.7112424462918882
1RL4,0.7110384612756987
1I8I,0.7110096579335327
2H59,0.7105165852005814
4PK0,0.7096027222068201
2CLR,0.709565400160236
2L3H,0.7091982102623735
2N6U,0.7091572614406411
2N6V,0.7091572614406411
4RWA,0.7091489114234393
6CT4,0.7089776095553886
2L4T,0.7086952693272746
3MGN,0.7084683428496821
2BTA,0.7083248322005004
2BTB,0.7083248322005004
1NTV,0.7082118961092547
1EBP,0.7080856758997334
1I8K,0.7075775900045402
7KQ0,0.7074697988733887
6Y1J,0.7074442849319384
2M37,0.7074437366984858
3PUJ,0.7072294617621083
6CDP,0.7069278068477395
2F2O,0.7066182236342092
2F2P,0.7066182236342092
5W4H,0.7065854983142664
5W4I,0.7065854983142664
1XOO,0.7065136375601654
1XOP,0.7065136375601654
1QSE,0.7062331528914296
5JZI,0.7062227786276333
5EHB,0.7060928051275516
6GMG,0.7059656571383411
2L24,0.7058672703194927
2LIF,0.7056724365847822
3H9H,0.7053852044273985
3IXA,0.7053852044273985
6N8E,0.7052248250565967
6JOZ,0.7049218206444982
3BIM,0.7044564969586117
4F37,0.7043866604511051
2L3I,0.704199038094887
1CFG,0.7040939881309988
2N24,0.703786471335867
1ZEA,0.703526229133075
1BS7,0.7031629190411852
5HHV,0.7031107103477714
5HHX,0.7031107103477714
6I3G,0.7031107103477714
5E94,0.7030896244457465
5NWU,0.7029181538904796
4PJZ,0.7028492873344662
5F5O,0.7028433411100952
6CXN,0.7028366779650552
4HS3,0.702716403979905
6H41,0.702716403979905
1JU8,0.7026476217674995
2FWO,0.7026470735340469
3L3Q,0.702432334707825
4N6U,0.7022672320949694
1BE9,0.7021219924018217
1UXS,0.7020769529150964
1UXW,0.7020769529150964
1A3I,0.7020452397184508
1A3J,0.7020452397184508
6LTA,0.701759610089621
1QRN,0.7015541912320941
2KNH,0.7013363738641762
1A9B,0.701145082561006
1A9E,0.701145082561006
6VTJ,0.7010576604112104
6VTZ,0.7010576604112104
5E8N,0.700874719125242
2CLV,0.7008702489140127
2CLZ,0.7008702489140127
6WGN,0.7007532643295784
4TPG,0.7005767331578255
4TPH,0.7005767331578255
4TPJ,0.7005767331578255
6Y4J,0.7003670971198934
6TCH,0.7003461377332807
3F50,0.7002216043959214
1I4F,0.7001414779682266
2M36,0.7000842086583268
7JRH,0.6999300285427204
1SM3,0.6998526432822888
6AWK,0.6998326538471692
6AWM,0.6998326538471692
6AXI,0.6998326538471692
6TQ0,0.6997362491031112
2MUB,0.6994059595337924
1BA4,0.6994007302300902
2YEZ,0.6991446208640952
4CVX,0.6991446208640952
4CVZ,0.6991446208640952
4CW1,0.6991446208640952
4D0B,0.6991446208640952
4D0C,0.6991446208640952
4D0D,0.6991446208640952
1LXG,0.6991366082213257
5NVP,0.698480878840154
5NWV,0.698480878840154
5NWW,0.698480878840154
6PI2,0.6982492291205078
6PI3,0.6982492291205078
2VDA,0.6981215750696488
5TKK,0.6978683755581332
6CDM,0.6978683755581332
6CDO,0.6978683755581332
2E2S,0.697765898074292
2JOS,0.6977143219579389
5WYE,0.6977143219579389
1I1F,0.6975577802213058
1I1Y,0.6975577802213058
2HLA,0.69750721622825
5WBS,0.69750721622825
1TMZ,0.6968596260052597
1ELW,0.6966804801816558
2P6B,0.6964292627449307
6HBY,0.6960788993968842
1IFH,0.6959695057371788
1Z0Q,0.6958912770406661
1GGI,0.6956454997666635
2LX6,0.6955956526942765
4NB3,0.6955935441040739
4PL0,0.6952669656535116
2XPG,0.6952525850683304
3GGW,0.6950744091962198
1K8D,0.6950656374609774
2LSW,0.6948449102385802
5TEG,0.6946877359248863
1PSB,0.6945840776305316
5A0R,0.6945009570047492
5A0X,0.6945009570047492
7BZA,0.6944683160284146
7KQ1,0.6943701822403906
4N6T,0.6942784163947779
5TKJ,0.6937589441124914
2AW6,0.6937225076737923
6DJU,0.6934790498490123
6DJV,0.6934790498490123
6ED3,0.6934790498490123
3D2U,0.6933606314232401
1RUU,0.6930259981581043
6ORV,0.6926617602865253
4FTG,0.6926599468989513
3G7A,0.692621697072678
1LXH,0.6923831733489718
2CDR,0.6923486768132588
2CNK,0.6923486768132588
2CNL,0.6923486768132588
2CNN,0.6923486768132588
2CNO,0.6923486768132588
1IS0,0.6922074856132999
2M8O,0.6921670428532161
3C2A,0.6920855669277918
4RSL,0.691999662962942
5ZYX,0.6917825625156931
1GNG,0.6913963531342042
3LNZ,0.691379315725368
1C9I,0.691330312089062
1C9L,0.691330312089062
3QFD,0.6913237332876304
1ELR,0.6908964485689968
6GXC,0.6908824475300522
4TT2,0.6907717043726173
4TT4,0.6907717043726173
2NX5,0.6905755211401771
3UA7,0.6901626591785287
3QW5,0.69016038190111
3QW6,0.69016038190111
3QW7,0.69016038190111
3QW8,0.69016038190111
2NS7,0.6901166075685062
2NS8,0.6901166075685062
2LOZ,0.6900083103757061
1DKD,0.6899551739026032
1I7R,0.6895920324979296
3F4Y,0.6895920324979296
1M6O,0.6894186642114803
2JUI,0.6891269196710633
2RLW,0.6891269196710633
1KZV,0.6886154600315462
3Q4J,0.6878834840286522
3Q4K,0.6878834840286522
3Q4L,0.6878834840286522
7P2I,0.6870357464236413
1BX2,0.6869964844740708
6GGM,0.6869841281354842
6GH4,0.6869841281354842
6GHN,0.6869841281354842
3PUK,0.6869032004435124
1FVG,0.6866978237577894
2M2G,0.6865370648407512
2M2H,0.6865370648407512
2M2S,0.6865370648407512
2M2X,0.6865370648407512
2M2Y,0.6865370648407512
2M9R,0.6864968329396876
2M9S,0.6864968329396876
5H6Q,0.6864803437643041
5H6R,0.6864803437643041
5X60,0.6864803437643041
6Y13,0.6863961266716164
3VFR,0.6862813350209928
3VFS,0.6862813350209928
3VFT,0.6862813350209928
6XN9,0.6860333648131793
1L4X,0.6856637711224861
1Q4K,0.685372912189954
5E8O,0.6847056699062766
5E8P,0.6847056699062766
5LSO,0.6842687278445155
1QBQ,0.6842324600930326
1NU2,0.6840580796832864
1X5V,0.6839163402498747
6E3I,0.6838069465901693
6E3J,0.6838069465901693
5J31,0.6837014327364365
1CB3,0.6836413379156653
4NMX,0.6834075796058168
3H9S,0.6829755716451297
3I5R,0.6829154768243585
1KZS,0.6828314284188871
1SLG,0.6827729361266699
7P2H,0.6826553611369788
3BOO,0.6819820039417142
1Y32,0.6815475078445882
3E3U,0.6814305654319577
3WVQ,0.6812830906331953
3WVR,0.6812830906331953
1BNB,0.6812342135123015
2M8M,0.6812342135123015
6B9K,0.6811965540912849
1HHG,0.6809842190578937
1HHH,0.6809842190578937
1HHI,0.6809842190578937
1HHJ,0.6809842190578937
1HHK,0.6809842190578937
2NA5,0.680944746249303
1IWQ,0.6808690056892294
2AWW,0.6808679935659322
2CCQ,0.6807260854453043
2CM0,0.6807260854453043
2KGU,0.6805877197562166
3CPM,0.6805722005323263
2FX7,0.6803436293543759
2FX8,0.6803436293543759
2FX9,0.6803436293543759
2SEB,0.6802927701586917
6NW8,0.6801934555601541
4Z09,0.679866160188923
4Z0D,0.679866160188923
4Z0E,0.679866160188923
7CU6,0.6797649478592032
2BVO,0.6793264032688883
2BVP,0.6793264032688883
2BVQ,0.6793264032688883
2Q3I,0.6791021757867551
3VFU,0.678949092138054
3VFV,0.678949092138054
3VFW,0.678949092138054
4Q8D,0.6788892925199111
2FZS,0.6788396141347404
1YTR,0.6782260565576186
2AV7,0.6780506218527709
1AYA,0.6778116342392202
1AYB,0.6778116342392202
1AYC,0.6778116342392202
1AYD,0.6778116342392202
6LTB,0.6777009754253932
1SHD,0.6774864474581914
1B32,0.6774411127688378
1B3F,0.6774411127688378
1B3G,0.6774411127688378
1B3L,0.6774411127688378
1B40,0.6774411127688378
