job_id,model_name,seed_id,sample_id,dG_separated,dG_cross,sc_value,nres_all,nres_int,total_score,binding_energy
8c5l_C,af3,8,2,208.525,104.9014,0.6271,587,44,-688.2632,-103.6236
8c5l_C,af3,8,3,114.1487,52.8305,0.5818,587,36,-782.7131,-61.3182
8c5l_C,af3,8,4,224.1784,166.7018,0.5238,587,45,-503.7867,-57.4766
8c5l_C,af3,8,5,130.2035,71.7304,0.4959,587,37,-807.7749,-58.4731
8c5l_C,af3,8,6,113.5041,46.9829,0.6275,587,45,-742.8658,-66.5212
8c5l_C,af3,8,7,214.5094,151.602,0.4733,587,37,-769.7753,-62.9074
8c5l_C,af3,8,8,90.8867,33.5898,0.5666,587,36,-905.6245,-57.2969
8c5l_C,af3,8,9,258.9911,182.3754,0.4247,587,33,-715.3966,-76.6157
8c5l_C,af3,9,0,353.2672,184.1477,0.4826,587,39,-560.8888,-169.1195
8c5l_C,af3,9,1,123.5017,73.1546,0.5657,587,36,-602.6434,-50.3471
8c5l_C,af3,9,2,217.4515,97.8727,0.6187,587,45,-755.3008,-119.5788
8c5l_C,af3,9,3,97.486,61.5684,0.5159,587,38,-889.1757,-35.9176
8c5l_C,af3,9,4,155.8065,88.5362,0.57,587,38,-792.6488,-67.2703
8c5l_C,af3,9,5,252.0634,30.4731,0.5162,587,43,-661.4608,-221.5903
8c5l_C,af3,9,6,123.9967,48.089,0.562,587,40,-590.5754,-75.9077
8c5l_C,af3,9,7,129.6118,36.2571,0.5527,587,39,-738.3179,-93.3547
8c5l_C,af3,9,8,196.681,152.4919,0.5724,587,42,-752.2594,-44.1891
8c5l_C,af3,9,9,82.3926,33.9473,0.4753,587,34,-895.2131,-48.4453
8c5l_C,af3,10,0,143.5395,94.7043,0.4884,587,33,-874.4522,-48.8352
8c5l_C,af3,10,1,213.9322,111.323,0.5434,587,50,-746.3468,-102.6092
8c5l_C,af3,10,2,96.1065,28.0282,0.5148,587,34,-784.9993,-68.0783
8c5l_C,af3,10,3,217.3704,141.2231,0.5554,587,42,-639.5265,-76.1473
8c5l_C,af3,10,4,179.5452,83.5678,0.5796,587,56,-1111.8534,-95.9774
8c5l_C,af3,10,5,95.5075,57.1179,0.4799,587,37,-863.4918,-38.3896
8c5l_C,af3,10,6,102.8608,14.7137,0.4171,587,35,-840.3031,-88.1471
8c5l_C,af3,10,7,57.5239,6.8845,0.6143,587,44,-1234.0999,-50.6394
8c5l_C,af3,10,8,627.088,518.3856,0.369,587,41,-250.065,-108.7024
8c5l_C,af3,10,9,179.6255,127.4918,0.5623,587,39,-690.5222,-52.1337
8c5l_C,af3,42,0,202.6845,128.7323,0.5247,587,36,-738.7688,-73.9522
8c5l_C,af3,42,1,129.6824,52.5766,0.4966,587,32,-609.1089,-77.1058
8c5l_C,af3,42,2,73.271,-6.503,0.6057,587,63,-1186.3314,-79.774
8c5l_C,af3,42,3,120.4309,86.0606,0.4862,587,34,-694.1629,-34.3703
8c5l_C,af3,42,4,34.3404,-0.698,0.5864,587,33,-764.9347,-35.0384
8c5l_C,af3,42,5,80.243,41.2692,0.5068,587,35,-862.8764,-38.9738
8c5l_C,af3,42,6,95.6421,17.6321,0.5824,587,37,-903.2599,-78.01
8c5l_C,af3,42,7,233.4578,170.0061,0.5373,587,35,-761.8287,-63.4517
8c5l_C,af3,42,8,366.2555,99.1985,0.5431,587,45,-535.1478,-267.057
8c5l_C,af3,42,9,176.3349,132.829,0.5156,587,34,-718.0393,-43.5059
8c5l_C,af3,777,0,184.6432,76.2596,0.4075,587,40,-731.7228,-108.3836
8c5l_C,af3,777,1,113.942,85.555,0.4916,587,34,-863.9434,-28.387
8c5l_C,af3,777,2,170.4997,111.3298,0.5553,587,37,-797.8203,-59.1699
8c5l_C,af3,777,3,218.5695,157.4433,0.5366,587,37,-753.4471,-61.1262
8c5l_C,af3,777,4,132.6008,62.1321,0.3387,587,37,-621.3363,-70.4687
8c5l_C,af3,777,5,142.0545,107.0431,0.5175,587,34,-724.7612,-35.0114
8c5l_C,af3,777,6,143.5668,87.4072,0.5658,587,41,-489.5707,-56.1596
8c5l_C,af3,777,7,114.0891,61.7294,0.508,587,32,-785.3135,-52.3597
8c5l_C,af3,777,8,108.6692,61.733,0.608,587,37,-892.1603,-46.9362
8c5l_C,af3,777,9,157.4708,107.6554,0.5542,587,45,-705.4751,-49.8154
8c5l_C,af3,25107,0,205.4641,101.6979,0.5333,587,43,-695.1842,-103.7662
8c5l_C,af3,25107,1,240.3509,123.9946,0.5032,587,53,-710.0741,-116.3563
8c5l_C,af3,25107,2,242.0994,84.7169,0.5211,587,31,-702.6293,-157.3825
8c5l_C,af3,25107,3,117.3651,-3.5184,0.4678,587,40,-886.3365,-120.8835
8c5l_C,af3,25107,4,91.2269,51.9169,0.4784,587,37,-884.632,-39.31
8c5l_C,af3,25107,5,211.8856,107.6025,0.5817,587,50,-806.1488,-104.2831
8c5l_C,af3,25107,6,301.698,129.4502,0.4937,587,38,-512.1779,-172.2478
8c5l_C,af3,25107,7,272.0567,153.5455,0.5091,587,35,-589.4179,-118.5112
8c5l_C,af3,25107,8,68.0133,13.6979,0.5998,587,34,-772.7394,-54.3154
8c5l_C,af3,25107,9,250.2542,39.9985,0.5378,587,36,-664.0094,-210.2557
8c5l_C,af3,91791,0,156.6161,113.534,0.5631,587,38,-678.7903,-43.0821
8c5l_C,af3,91791,1,72.4897,29.4381,0.6021,587,45,-870.9524,-43.0516
8c5l_C,af3,91791,2,139.8204,74.9256,0.4468,587,39,-543.064,-64.8948
8c5l_C,af3,91791,3,188.431,121.839,0.4111,587,35,-762.0915,-66.592
8c5l_C,af3,91791,4,165.9735,121.5389,0.5298,587,48,-1131.9367,-44.4346
8c5l_C,af3,91791,5,117.4327,80.7123,0.5105,587,36,-736.0711,-36.7204
8c5l_C,af3,91791,6,60.9351,6.5892,0.4966,587,38,-865.444,-54.3459
8c5l_C,af3,91791,7,239.6252,164.5283,0.5388,587,34,-635.7777,-75.0969
8c5l_C,af3,91791,8,308.941,233.8927,0.5085,587,39,-407.3132,-75.0483
8c5l_C,af3,91791,9,196.8012,94.2398,0.4807,587,34,-769.2637,-102.5614
8c5l_C,af3,34897,0,109.6725,40.6211,0.4851,587,34,-834.3901,-69.0514
8c5l_C,af3,34897,1,63.8841,16.3674,0.5239,587,35,-929.4845,-47.5167
8c5l_C,af3,34897,2,116.4515,54.8072,0.5574,587,35,-728.0667,-61.6443
8c5l_C,af3,34897,3,148.0169,82.9728,0.581,587,41,-785.994,-65.0441
8c5l_C,af3,34897,4,499.0371,348.2304,0.6323,587,41,-378.0657,-150.8067
8c5l_C,af3,34897,5,136.7039,57.582,0.5551,587,36,-840.055,-79.1219
8c5l_C,af3,34897,6,86.5179,24.3879,0.5898,587,45,-810.9916,-62.13
8c5l_C,af3,34897,7,221.6794,76.917,0.3399,587,32,-742.1218,-144.7624
8c5l_C,af3,34897,8,47.5388,-10.5199,0.5102,587,40,-855.7097,-58.0587
8c5l_C,af3,34897,9,1144.6057,1016.9783,0.3749,587,55,171.3164,-127.6274
8c5l_C,af3,9999,0,138.9627,27.6098,0.5032,587,41,-853.5893,-111.3529
8c5l_C,af3,9999,1,125.6362,11.615,0.5733,587,30,-717.3019,-114.0212
8c5l_C,af3,9999,2,164.1781,87.1191,0.5072,587,52,-833.5305,-77.059
8c5l_C,af3,9999,3,162.9615,93.3956,0.6033,587,39,-837.9269,-69.5659
8c5l_C,af3,9999,4,176.6071,57.8335,0.6115,587,41,-802.6632,-118.7736
8c5l_C,af3,9999,5,159.6571,112.5278,0.5009,587,31,-832.5592,-47.1293
8c5l_C,af3,9999,6,143.2318,89.6358,0.5397,587,65,-1030.5592,-53.596
8c5l_C,af3,9999,7,163.6153,119.5658,0.436,587,35,-845.5469,-44.0495
8c5l_C,af3,9999,8,137.9236,94.768,0.6258,587,37,-831.3548,-43.1556
8c5l_C,af3,9999,9,387.3609,296.1286,0.4286,587,36,-626.9507,-91.2323
8c5l_C,af3,100,0,77.2515,38.5296,0.5978,587,36,-879.7873,-38.7219
8c5l_C,af3,100,1,182.2264,41.8678,0.4985,587,43,-779.0477,-140.3586
8c5l_C,af3,100,2,89.8271,35.3682,0.5866,587,35,-800.6597,-54.4589
8c5l_C,af3,100,3,843.8676,688.0723,0.5076,587,76,91.4018,-155.7953
8c5l_C,af3,100,4,71.179,-1.7826,0.446,587,35,-766.2169,-72.9616
8c5l_C,af3,100,5,66.0721,17.7082,0.5457,587,34,-832.0787,-48.3639
8c5l_C,af3,100,6,100.8543,8.2453,0.5675,587,35,-817.9016,-92.609
8c5l_C,af3,100,7,122.2029,40.2417,0.47,587,34,-824.9401,-81.9612
8c5l_C,af3,100,8,68.5942,26.1998,0.4773,587,34,-985.2193,-42.3944
8c5l_C,af3,100,9,170.3521,79.4222,0.625,587,38,-479.7623,-90.9299
8c5l_C,af3,52,0,130.2402,93.808,0.545,587,49,-1149.6038,-36.4322
8c5l_C,af3,52,1,59.2333,-4.0703,0.4823,587,53,-1143.2924,-63.3036
8c5l_C,af3,52,2,62.2614,9.9449,0.5602,587,33,-879.7322,-52.3165
8c5l_C,af3,52,3,124.2342,67.0605,0.4905,587,36,-681.1193,-57.1737
8c5l_C,af3,52,4,132.3824,48.789,0.4946,587,47,-509.5604,-83.5934
8c5l_C,af3,52,5,87.8897,47.9523,0.6256,587,37,-866.828,-39.9374
8c5l_C,af3,52,6,83.5648,-6.341,0.4556,587,32,-893.8734,-89.9058
8c5l_C,af3,52,7,279.3151,150.4212,0.4828,587,41,-566.9631,-128.8939
8c5l_C,af3,52,8,150.8851,51.6154,0.5605,587,39,-762.5894,-99.2697
8c5l_C,af3,52,9,158.5059,77.9283,0.5433,587,36,-730.7742,-80.5776
8c5l_C,af3,2025,0,246.6614,164.3531,0.5482,587,40,-699.7704,-82.3083
8c5l_C,af3,2025,1,131.8647,67.792,0.6166,587,50,-1123.2944,-64.0727
8c5l_C,af3,2025,2,105.6187,55.8117,0.5068,587,43,-796.1118,-49.807
8c5l_C,af3,2025,3,114.2527,19.0193,0.5648,587,39,-846.8157,-95.2334
8c5l_C,af3,2025,4,169.7358,107.8376,0.5055,587,37,-754.8086,-61.8982
8c5l_C,af3,2025,5,288.5215,129.4817,0.4447,587,48,-282.8578,-159.0398
8c5l_C,af3,2025,6,341.6389,278.1471,0.5043,587,54,-655.5302,-63.4918
8c5l_C,af3,2025,7,318.6283,166.5282,0.5359,587,58,-499.7234,-152.1001
8c5l_C,af3,2025,8,54.6112,7.682,0.5351,587,31,-862.9353,-46.9292
8c5l_C,af3,2025,9,201.6488,136.2921,0.429,587,35,-771.0257,-65.3567
8c5l_C,af3,1000,0,263.8075,184.8668,0.4828,587,41,-650.0583,-78.9407
8c5l_C,af3,1000,1,106.7839,12.6931,0.4641,587,36,-867.9664,-94.0908
8c5l_C,af3,1000,2,191.5975,111.4007,0.4849,587,40,-659.5769,-80.1968
8c5l_C,af3,1000,3,172.0178,109.6166,0.4749,587,34,-716.1553,-62.4012
8c5l_C,af3,1000,4,159.4933,80.3821,0.5419,587,46,-789.9463,-79.1112
8c5l_C,af3,1000,5,86.2701,10.2856,0.3197,587,33,-869.2692,-75.9845
8c5l_C,af3,1000,6,328.6612,227.7594,0.5196,587,46,-680.4488,-100.9018
8c5l_C,af3,1000,7,260.6556,136.4921,0.5874,587,67,-962.1059,-124.1635
8c5l_C,af3,1000,8,203.169,166.4484,0.4602,587,31,-806.5233,-36.7206
8c5l_C,af3,1000,9,252.9813,156.3253,0.4973,587,39,-615.7697,-96.656
8ccz_C,af3,1,0,132.9411,52.4074,0.6841,610,61,-437.7814,-80.5337
8ccz_C,af3,1,1,135.2224,22.4722,0.5842,610,69,-423.65,-112.7502
8ccz_C,af3,1,2,590.5724,212.6927,0.6822,610,65,-17.8735,-377.8797
8ccz_C,af3,1,3,96.1008,7.2604,0.6259,610,83,-463.8227,-88.8404
8ccz_C,af3,1,4,116.2952,56.3412,0.6412,610,76,-481.7916,-59.954
8ccz_C,af3,1,5,629.3409,296.9275,0.6659,610,77,115.6592,-332.4134
8ccz_C,af3,1,6,156.2651,82.2684,0.6496,610,79,-413.8036,-73.9967
8ccz_C,af3,1,7,76.8424,-1.5707,0.6112,610,75,-552.3205,-78.4131
8ccz_C,af3,1,8,98.441,-4.6885,0.6657,610,73,-481.4726,-103.1295
8ccz_C,af3,1,9,213.029,100.6448,0.6485,610,69,-320.3891,-112.3842
8ccz_C,af3,2,0,246.727,151.9666,0.6448,610,66,-173.3524,-94.7604
8ccz_C,af3,2,1,103.2669,2.5141,0.6786,610,70,-539.6788,-100.7528
8ccz_C,af3,2,2,65.7884,10.0308,0.6554,610,72,-562.1622,-55.7576
8ccz_C,af3,2,3,110.4898,14.9289,0.6551,610,70,-538.7308,-95.5609
8ccz_C,af3,2,4,52.257,-18.2612,0.6948,610,73,-613.3318,-70.5182
8ccz_C,af3,2,5,13.6828,-40.0321,0.6644,610,69,-737.5064,-53.7149
8ccz_C,af3,2,6,326.1261,73.9468,0.6482,610,72,-268.0077,-252.1793
8ccz_C,af3,2,7,34.0183,-25.5355,0.6504,610,71,-715.39,-59.5538
8ccz_C,af3,2,8,74.7047,15.5034,0.667,610,74,-603.9995,-59.2013
8ccz_C,af3,2,9,36.3034,-40.7021,0.6622,610,73,-599.4331,-77.0055
8ccz_C,af3,3,0,863.8766,479.3098,0.6344,610,68,224.435,-384.5668
8ccz_C,af3,3,1,156.9992,12.2891,0.6554,610,67,-440.9853,-144.7101
8ccz_C,af3,3,2,294.9261,209.0138,0.6361,610,79,95.1592,-85.9123
8ccz_C,af3,3,3,93.2372,1.1754,0.6836,610,69,-399.2039,-92.0618
8ccz_C,af3,3,4,189.939,-9.6699,0.6777,610,73,-427.4307,-199.6089
8ccz_C,af3,3,5,236.5883,87.6397,0.6772,610,72,-442.8859,-148.9486
8ccz_C,af3,3,6,31.1114,-36.6918,0.7009,610,61,-487.3019,-67.8032
8ccz_C,af3,3,7,129.7358,39.4358,0.66,610,77,-467.1343,-90.3
8ccz_C,af3,3,8,159.2495,50.6889,0.66,610,65,-294.0282,-108.5606
8ccz_C,af3,3,9,148.3065,-6.7463,0.6849,610,58,-343.3469,-155.0528
8ccz_C,af3,4,0,128.5079,28.8525,0.5642,610,70,-536.4129,-99.6554
8ccz_C,af3,4,1,227.5762,148.1302,0.6675,610,67,-272.0759,-79.446
8ccz_C,af3,4,2,90.4336,-4.5575,0.6492,610,68,-535.3831,-94.9911
8ccz_C,af3,4,3,121.431,3.3969,0.6718,610,69,-489.0271,-118.0341
8ccz_C,af3,4,4,169.0049,65.2356,0.6247,610,70,-385.5987,-103.7693
8ccz_C,af3,4,5,118.7786,16.247,0.6082,610,70,-405.5899,-102.5316
8ccz_C,af3,4,6,63.0087,-18.6973,0.603,610,69,-592.0245,-81.706
8ccz_C,af3,4,7,74.2089,15.1242,0.6859,610,74,-582.672,-59.0847
8ccz_C,af3,4,8,172.0432,46.7842,0.5932,610,69,-307.3015,-125.259
8ccz_C,af3,4,9,262.0835,123.4354,0.6287,610,66,-341.3858,-138.6481
8ccz_C,af3,5,0,167.8079,122.7325,0.6921,610,70,-338.8037,-45.0754
8ccz_C,af3,5,1,82.437,14.7732,0.6455,610,74,-222.0093,-67.6638
8ccz_C,af3,5,2,188.7889,135.6587,0.6942,610,70,-489.7822,-53.1302
8ccz_C,af3,5,3,38.2785,-15.3285,0.6437,610,72,-648.965,-53.607
8ccz_C,af3,5,4,129.8743,63.887,0.6896,610,71,-449.5908,-65.9873
8ccz_C,af3,5,5,47.0421,-4.0382,0.6736,610,69,-641.3667,-51.0803
8ccz_C,af3,5,6,116.3847,53.2842,0.6413,610,72,-571.6992,-63.1005
8ccz_C,af3,5,7,180.6255,101.8246,0.6487,610,72,-476.3632,-78.8009
8ccz_C,af3,5,8,13.9952,-30.0838,0.6606,610,70,-654.327,-44.079
8ccz_C,af3,5,9,184.8675,123.2512,0.5871,610,70,-269.4884,-61.6163
8ccz_C,af3,6,0,63.3562,-7.9172,0.7244,610,66,-627.6029,-71.2734
8ccz_C,af3,6,1,426.463,301.779,0.651,610,77,-255.661,-124.684
8ccz_C,af3,6,2,571.4104,457.4042,0.6452,610,66,-43.0743,-114.0062
8ccz_C,af3,6,3,617.6355,360.1878,0.5704,610,72,-30.5033,-257.4477
8ccz_C,af3,6,4,70.2437,-3.9986,0.6376,610,63,-522.5022,-74.2423
8ccz_C,af3,6,5,764.9731,659.3091,0.6076,610,70,196.0375,-105.664
8ccz_C,af3,6,6,12.3863,-43.333,0.6954,610,58,-622.3384,-55.7193
8ccz_C,af3,6,7,91.3163,35.5265,0.68,610,62,-492.2038,-55.7898
8ccz_C,af3,6,8,203.3157,57.4631,0.5949,610,66,-358.5575,-145.8526
8ccz_C,af3,6,9,423.7392,147.7519,0.6797,610,71,-14.2347,-275.9873
8ccz_C,af3,7,0,72.0141,10.2821,0.7062,610,65,-378.6534,-61.732
8ccz_C,af3,7,1,452.796,306.5567,0.6429,610,76,-25.9012,-146.2393
8ccz_C,af3,7,2,106.2591,46.5448,0.6738,610,67,-494.6404,-59.7143
8ccz_C,af3,7,3,35.7947,-28.0215,0.6959,610,63,-445.5604,-63.8162
8ccz_C,af3,7,4,159.3217,50.4102,0.6765,610,61,-406.4655,-108.9115
8ccz_C,af3,7,5,28.9508,-17.8427,0.7133,610,64,-571.2458,-46.7935
8ccz_C,af3,7,6,135.3431,8.6665,0.6823,610,71,-409.6535,-126.6766
8ccz_C,af3,7,7,176.8097,136.0943,0.7009,610,57,-212.8518,-40.7154
8ccz_C,af3,7,8,221.7744,169.0876,0.6881,610,68,-294.3696,-52.6868
8ccz_C,af3,7,9,378.4775,300.6136,0.6535,610,60,140.1557,-77.8639
8ccz_C,af3,8,0,24.713,-35.5866,0.67,610,71,-760.1368,-60.2996
8ccz_C,af3,8,1,58.0455,-22.4447,0.6483,610,70,-657.0491,-80.4902
8ccz_C,af3,8,2,39.0448,-26.6628,0.6427,610,73,-271.7719,-65.7076
8ccz_C,af3,8,3,59.2702,-8.5276,0.6664,610,71,-637.3896,-67.7978
8ccz_C,af3,8,4,49.7358,-13.331,0.6772,610,73,-558.2793,-63.0668
8ccz_C,af3,8,5,155.5488,5.0509,0.6318,610,71,-449.5697,-150.4979
8ccz_C,af3,8,6,44.9337,-26.3811,0.6333,610,72,-455.7429,-71.3148
8ccz_C,af3,8,7,46.8856,-24.7377,0.6644,610,70,-692.035,-71.6233
8ccz_C,af3,8,8,209.9698,99.5923,0.6553,610,71,-479.0237,-110.3775
8ccz_C,af3,8,9,94.5802,31.9331,0.6695,610,73,-574.2122,-62.6471
8ccz_C,af3,9,0,93.9603,-23.856,0.6395,610,69,-320.8605,-117.8163
8ccz_C,af3,9,1,284.6282,145.6698,0.7099,610,85,-215.1158,-138.9584
8ccz_C,af3,9,2,207.5571,133.5486,0.6485,610,63,-406.8075,-74.0085
8ccz_C,af3,9,3,155.6797,65.8536,0.6589,610,74,-436.2167,-89.8261
8ccz_C,af3,9,4,59.4508,-11.1574,0.6846,610,69,-509.1677,-70.6082
8ccz_C,af3,9,5,80.9418,6.4955,0.6462,610,65,-520.5454,-74.4463
8ccz_C,af3,9,6,38.5945,-32.0312,0.6636,610,70,-514.586,-70.6257
8ccz_C,af3,9,7,85.4993,14.4763,0.7042,610,64,-610.2147,-71.023
8ccz_C,af3,9,8,84.3641,12.8513,0.6629,610,77,-506.2438,-71.5128
8ccz_C,af3,9,9,61.8881,-0.4182,0.6899,610,62,-437.0937,-62.3063
8ccz_C,af3,10,0,63.0061,-24.1088,0.6749,610,64,-404.9077,-87.1149
8ccz_C,af3,10,1,96.958,22.4505,0.7035,610,70,-459.4338,-74.5075
8ccz_C,af3,10,2,56.0498,-21.9096,0.6963,610,61,-404.5616,-77.9594
8ccz_C,af3,10,3,144.6209,51.0863,0.6757,610,72,-160.297,-93.5346
8ccz_C,af3,10,4,52.3583,-27.1073,0.7146,610,61,-575.7902,-79.4656
8ccz_C,af3,10,5,115.3965,48.3469,0.7195,610,71,-206.0733,-67.0496
8ccz_C,af3,10,6,430.4551,177.9991,0.6118,610,70,-63.3659,-252.456
8ccz_C,af3,10,7,90.3448,12.7816,0.6637,610,72,-457.3063,-77.5632
8ccz_C,af3,10,8,229.457,168.0491,0.6814,610,64,-95.58,-61.4079
8ccz_C,af3,10,9,185.9453,107.5963,0.6811,610,74,-65.3936,-78.349
8ccz_C,af3,42,0,138.3735,86.2117,0.6438,610,60,-292.4503,-52.1618
8ccz_C,af3,42,1,277.3531,90.3063,0.6052,610,64,-317.7635,-187.0468
8ccz_C,af3,42,2,914.7765,690.1827,0.5448,610,100,623.9849,-224.5938
8ccz_C,af3,42,3,228.2306,95.0083,0.6587,610,67,-307.8015,-133.2223
8ccz_C,af3,42,4,184.5569,52.9724,0.6749,610,82,-297.2146,-131.5845
8ccz_C,af3,42,5,127.0878,-10.7549,0.6464,610,56,-228.2178,-137.8427
8ccz_C,af3,42,6,261.2292,121.9966,0.6935,610,62,-205.398,-139.2326
8ccz_C,af3,42,7,922.7113,277.5468,0.5529,610,69,421.3072,-645.1645
8ccz_C,af3,42,8,1810.679,1668.9324,0.5404,610,70,1356.57,-141.7466
